timestamp_minute,road_id,vehicle_count,avg_speed_kmph,road_length_km,engine_load_factor,estimated_fuel_L,carbon_emission_gps
3,22653,6,65.41,0.629,0.89,0.0051,0.2
4,22653,4,31.14,0.212,0.83,0.0023,0.09
0,22654,4,15.51,0.67,0.78,0.0135,0.52
1,22654,2,27.01,1.81,1.01,0.0136,0.52
2,22654,5,52.52,0.196,0.9,0.0017,0.06
3,22654,5,42.96,1.593,1.02,0.0189,0.73
4,22654,8,48.84,0.363,0.9,0.0054,0.21
0,22655,7,40.7,1.589,0.76,0.0208,0.8
1,22655,6,50.59,1.39,1.25,0.0206,0.79
2,22655,3,39.1,1.781,0.77,0.0105,0.4
3,22655,6,35.82,1.806,1.18,0.0356,1.37
4,22655,6,37.3,1.565,1.22,0.0307,1.18
0,22656,8,51.96,1.987,1.11,0.034,1.31
1,22656,3,37.88,1.172,1.27,0.0118,0.45
2,22656,4,49.69,0.85,1.28,0.0087,0.34
3,22656,3,34.74,1.97,1.06,0.0181,0.7
4,22656,4,37.04,1.903,1.02,0.021,0.81
0,22657,6,34.23,1.909,1.15,0.0386,1.48
1,22657,4,52.99,1.549,1.21,0.0142,0.55
2,22657,2,24.61,1.256,1.02,0.0104,0.4
3,22657,2,21.03,0.201,0.98,0.0019,0.07
4,22657,3,37.37,1.098,0.72,0.0064,0.25
0,22658,5,45.56,1.592,0.93,0.0162,0.62
1,22658,3,45.72,0.63,0.71,0.0029,0.11
2,22658,2,40.44,0.607,0.98,0.0029,0.11
3,22658,4,49.89,0.107,1.03,0.0009,0.03
4,22658,5,43.28,0.217,0.86,0.0022,0.08
0,22659,2,40.59,0.983,1.04,0.005,0.19
1,22659,5,30.69,0.63,0.85,0.0087,0.34
2,22659,3,44.34,1.403,0.82,0.0078,0.3
3,22659,7,21.83,0.346,0.89,0.0099,0.38
4,22659,2,50.41,0.699,1.13,0.0031,0.12
0,22660,5,51.55,0.389,1.09,0.0041,0.16
1,22660,7,58.01,1.773,0.79,0.0168,0.65
2,22660,4,35.04,0.312,1.13,0.004,0.16
3,22660,9,39.41,0.76,1.26,0.0218,0.84
4,22660,8,40.76,0.386,1.06,0.008,0.31
0,22661,4,22.44,1.878,0.82,0.0275,1.06
1,22661,5,63.93,0.912,0.77,0.0055,0.21
2,22661,6,51.58,0.411,1.17,0.0056,0.21
3,22661,8,47.25,1.175,0.94,0.0187,0.72
4,22661,7,46.69,1.607,0.8,0.0194,0.75
0,22662,6,38.41,0.659,1.03,0.0106,0.41
1,22662,3,42.66,0.695,1.09,0.0053,0.21
2,22662,7,43.25,0.931,1.04,0.0157,0.61
3,22662,6,51.47,1.897,1.2,0.0265,1.02
4,22662,4,56.99,1.56,1.17,0.0128,0.49
0,22663,6,22.95,0.62,0.98,0.0159,0.61
1,22663,7,41.6,1.405,0.86,0.0203,0.78
2,22663,8,39.19,0.737,0.91,0.0136,0.53
3,22663,11,24.18,0.882,1.15,0.0461,1.78
4,22663,5,41.12,0.302,1.06,0.0039,0.15
0,22664,7,38.05,0.11,1.0,0.002,0.08
1,22664,5,38.76,1.611,0.77,0.016,0.62
2,22664,5,37.2,0.338,0.81,0.0037,0.14
3,22664,4,28.12,0.266,1.2,0.0046,0.18
4,22664,6,36.02,1.849,1.21,0.0373,1.44
0,22665,2,63.45,1.94,1.01,0.0062,0.24
1,22665,2,31.08,0.611,0.89,0.0035,0.14
2,22665,7,27.49,0.898,1.27,0.029,1.12
3,22665,11,38.67,1.954,1.12,0.062,2.39
4,22665,4,21.16,0.443,1.13,0.0095,0.37
0,22666,8,45.89,1.965,1.0,0.0343,1.32
1,22666,5,39.6,1.667,0.87,0.0183,0.7
2,22666,9,31.57,1.018,1.13,0.0327,1.26
3,22666,8,43.85,1.916,1.0,0.0348,1.34
4,22666,10,24.3,1.766,0.83,0.06,2.31
0,22667,6,43.57,1.966,0.74,0.02,0.77
1,22667,6,44.18,1.021,1.14,0.0158,0.61
2,22667,0,51.95,0.337,1.09,0.0,0.0
3,22667,6,55.79,1.445,1.04,0.0162,0.62
4,22667,4,52.73,1.971,0.87,0.013,0.5
0,22668,2,36.76,0.851,1.15,0.0053,0.21
1,22668,4,41.91,0.322,1.15,0.0035,0.14
2,22668,5,36.26,0.631,0.92,0.008,0.31
3,22668,2,37.66,0.433,1.0,0.0023,0.09
4,22668,5,47.46,1.437,0.92,0.0139,0.53
0,22669,10,39.32,1.504,1.03,0.0392,1.51
1,22669,3,43.35,0.374,0.74,0.0019,0.07
2,22669,1,24.38,1.766,1.09,0.0079,0.3
3,22669,5,37.24,1.485,1.13,0.0225,0.87
4,22669,6,53.56,1.331,1.12,0.0167,0.64
0,22670,5,30.78,1.973,0.83,0.0266,1.02
1,22670,5,38.44,0.653,0.86,0.0073,0.28
2,22670,3,48.9,1.325,1.11,0.009,0.35
3,22670,6,51.32,0.734,0.97,0.0083,0.32
4,22670,3,45.9,1.858,0.7,0.0085,0.33
0,22671,4,56.56,1.51,0.78,0.0084,0.32
1,22671,6,42.68,1.423,0.99,0.0197,0.76
2,22671,4,27.12,1.246,1.0,0.0184,0.71
3,22671,7,31.88,0.154,0.74,0.0025,0.1
4,22671,8,43.12,1.789,1.21,0.0401,1.54
0,22672,6,36.54,0.997,0.99,0.0162,0.62
1,22672,13,42.58,0.194,0.93,0.0055,0.21
2,22672,2,31.73,1.234,0.83,0.0065,0.25
3,22672,6,27.09,0.52,1.1,0.0127,0.49
4,22672,5,52.21,0.629,1.05,0.0063,0.24
0,22673,6,51.61,0.331,1.05,0.0041,0.16
1,22673,2,40.99,0.835,1.24,0.005,0.19
2,22673,5,33.31,1.968,1.08,0.0318,1.23
3,22673,6,47.22,1.114,1.17,0.0165,0.64
4,22673,6,38.98,0.902,0.8,0.0112,0.43
0,22674,4,46.31,0.768,1.18,0.0078,0.3
1,22674,7,51.44,0.874,1.25,0.0149,0.57
2,22674,8,45.95,1.285,0.86,0.0193,0.74
3,22674,6,34.26,0.757,1.08,0.0143,0.55
4,22674,7,32.87,0.135,0.96,0.0027,0.11
0,22675,5,36.77,0.983,1.1,0.0146,0.56
1,22675,4,45.65,0.126,0.98,0.0011,0.04
2,22675,6,39.48,1.334,1.27,0.0258,0.99
3,22675,8,38.25,1.862,0.71,0.0276,1.06
4,22675,4,34.4,1.361,0.95,0.015,0.58
0,22676,6,55.96,1.14,0.75,0.0092,0.35
1,22676,3,40.79,1.579,0.75,0.0087,0.34
2,22676,6,28.96,1.998,1.22,0.0505,1.95
3,22676,8,20.03,0.288,1.06,0.0122,0.47
4,22676,7,43.25,0.689,0.74,0.0083,0.32
0,22677,8,24.28,0.871,0.91,0.0262,1.01
1,22677,4,43.04,0.104,0.74,0.0007,0.03
2,22677,3,35.95,1.685,0.85,0.0119,0.46
3,22677,5,35.05,1.168,0.88,0.0146,0.56
4,22677,3,49.85,1.317,1.01,0.008,0.31
0,22678,6,43.44,1.88,0.87,0.0226,0.87
1,22678,1,34.8,1.127,1.15,0.0037,0.14
2,22678,3,34.82,1.446,0.93,0.0116,0.45
3,22678,4,37.53,1.338,1.13,0.0161,0.62
4,22678,5,43.23,0.648,0.91,0.0068,0.26
0,22679,7,46.09,1.66,0.99,0.0251,0.97
1,22679,4,40.61,1.705,1.0,0.0168,0.65
2,22679,7,43.99,0.698,1.18,0.0132,0.51
3,22679,2,34.33,0.152,1.07,0.0009,0.04
4,22679,3,33.34,0.438,0.71,0.0028,0.11
0,22680,2,56.32,1.594,1.0,0.0057,0.22
1,22680,3,53.93,1.057,0.88,0.0052,0.2
2,22680,5,33.72,1.284,0.99,0.0189,0.73
3,22680,5,24.18,1.744,1.04,0.0375,1.44
4,22680,7,22.97,1.259,0.96,0.0367,1.41
0,22681,5,60.32,1.598,1.04,0.0138,0.53
1,22681,5,41.11,0.557,0.9,0.0061,0.24
2,22681,4,52.9,0.983,1.01,0.0075,0.29
3,22681,6,27.0,1.585,0.81,0.0287,1.1
4,22681,2,37.99,0.55,1.12,0.0033,0.13
0,22682,7,56.11,0.923,1.04,0.012,0.46
1,22682,3,49.64,1.133,1.14,0.0078,0.3
2,22682,7,42.24,1.647,0.81,0.0221,0.85
3,22682,3,47.07,1.87,1.0,0.0119,0.46
4,22682,2,46.7,1.015,1.15,0.005,0.19
0,22683,9,44.69,1.888,0.75,0.0285,1.1
1,22683,5,46.17,1.717,0.8,0.0149,0.57
2,22683,6,57.92,1.175,0.88,0.0107,0.41
3,22683,5,40.8,1.84,0.83,0.0187,0.72
4,22683,3,42.71,1.626,0.89,0.0101,0.39
0,22684,1,63.41,0.782,0.82,0.001,0.04
1,22684,1,49.05,0.194,1.16,0.0005,0.02
2,22684,4,48.11,0.352,0.98,0.0029,0.11
3,22684,5,51.28,1.824,0.76,0.0136,0.52
4,22684,8,39.81,1.815,1.12,0.0408,1.57
0,22685,2,38.08,1.034,0.76,0.0041,0.16
1,22685,5,46.95,1.165,0.96,0.0119,0.46
2,22685,3,23.2,1.143,0.73,0.0108,0.42
3,22685,4,54.59,1.867,1.02,0.0139,0.54
4,22685,2,38.77,1.824,0.86,0.0081,0.31
0,22686,4,47.91,1.93,0.74,0.012,0.46
1,22686,4,39.97,0.225,0.83,0.0019,0.07
2,22686,8,37.93,1.408,1.17,0.0347,1.34
3,22686,3,43.83,1.932,0.94,0.0124,0.48
4,22686,4,31.14,0.774,1.11,0.0111,0.43
0,22687,6,42.67,0.602,0.85,0.0072,0.28
1,22687,4,32.22,1.309,0.82,0.0133,0.51
2,22687,7,36.65,1.646,1.15,0.0361,1.39
3,22687,7,35.92,0.393,0.75,0.0058,0.22
4,22687,6,27.14,0.326,1.14,0.0082,0.32
0,22688,6,37.34,1.336,0.88,0.0189,0.73
1,22688,10,36.43,0.77,0.87,0.0184,0.71
2,22688,4,35.81,0.606,0.76,0.0051,0.2
3,22688,1,24.85,1.818,0.81,0.0059,0.23
4,22688,5,41.22,0.488,1.0,0.0059,0.23
0,22689,6,21.66,0.135,0.91,0.0034,0.13
1,22689,4,50.86,1.008,0.88,0.007,0.27
2,22689,6,41.51,1.955,0.97,0.0274,1.05
3,22689,9,44.5,1.718,0.85,0.0294,1.13
4,22689,6,46.85,1.473,0.9,0.0171,0.66
0,22690,8,53.26,1.568,1.19,0.0281,1.08
1,22690,8,36.59,0.567,0.98,0.0121,0.47
2,22690,4,52.86,0.709,1.26,0.0067,0.26
3,22690,6,37.22,0.307,1.03,0.0051,0.2
4,22690,2,34.81,0.157,1.07,0.001,0.04
0,22691,8,48.34,0.131,0.71,0.0015,0.06
1,22691,4,46.02,1.584,0.91,0.0125,0.48
2,22691,7,34.31,1.11,0.93,0.021,0.81
3,22691,4,40.73,0.137,1.22,0.0016,0.06
4,22691,5,30.5,1.691,1.11,0.0307,1.18
0,22692,1,56.93,1.515,0.98,0.0026,0.1
1,22692,4,29.35,1.461,1.21,0.0241,0.93
2,22692,4,45.11,1.374,1.08,0.0132,0.51
3,22692,4,30.88,0.18,0.79,0.0018,0.07
4,22692,1,42.63,0.954,1.18,0.0026,0.1
0,22693,7,39.81,0.265,0.81,0.0038,0.15
1,22693,6,37.61,0.414,0.73,0.0048,0.18
2,22693,3,52.66,0.946,1.07,0.0058,0.22
3,22693,5,49.2,0.896,0.71,0.0065,0.25
4,22693,4,28.14,1.605,1.28,0.0293,1.13
0,22694,5,25.31,0.195,0.98,0.0038,0.15
1,22694,4,30.14,1.289,1.11,0.019,0.73
2,22694,8,50.13,1.311,1.16,0.0243,0.94
3,22694,9,52.75,0.559,1.23,0.0118,0.45
4,22694,0,41.3,0.745,1.11,0.0,0.0
0,22695,4,32.77,0.776,1.04,0.0098,0.38
1,22695,5,39.31,1.376,1.08,0.019,0.73
2,22695,3,29.01,1.235,0.71,0.009,0.35
3,22695,5,37.41,1.779,1.02,0.0243,0.94
4,22695,5,39.65,1.003,1.0,0.0126,0.49
0,22696,4,29.95,1.591,1.17,0.0249,0.96
1,22696,7,35.99,1.201,0.89,0.0208,0.8
2,22696,5,57.48,1.04,1.08,0.0098,0.38
3,22696,4,19.64,0.449,0.84,0.0077,0.3
4,22696,3,41.34,0.117,0.88,0.0007,0.03
0,22697,0,34.86,0.433,0.74,0.0,0.0
1,22697,7,36.03,1.451,0.8,0.0226,0.87
2,22697,4,39.92,1.398,0.99,0.0138,0.53
3,22697,4,39.17,0.482,0.71,0.0035,0.13
4,22697,6,52.66,0.938,0.73,0.0078,0.3
0,22698,4,19.68,0.511,0.96,0.0099,0.38
1,22698,2,30.13,1.54,0.93,0.0095,0.37
2,22698,3,49.64,1.509,1.29,0.0118,0.45
3,22698,5,42.42,0.116,1.08,0.0015,0.06
4,22698,3,38.26,1.619,0.88,0.0112,0.43
0,22699,3,36.03,1.8,1.09,0.0164,0.63
1,22699,5,51.53,0.877,0.91,0.0078,0.3
2,22699,2,35.23,0.596,1.0,0.0034,0.13
3,22699,6,51.81,0.994,0.9,0.0104,0.4
4,22699,6,25.03,0.9,1.09,0.0236,0.91
0,22700,4,34.63,1.459,1.2,0.0202,0.78
1,22700,8,31.13,0.541,1.03,0.0144,0.55
2,22700,9,47.96,1.469,0.76,0.0209,0.81
3,22700,4,56.3,1.182,1.03,0.0087,0.33
4,22700,5,35.65,1.82,1.13,0.0289,1.11
0,22701,9,42.05,0.106,0.84,0.0019,0.07
1,22701,3,38.08,1.123,1.14,0.0101,0.39
2,22701,5,43.64,1.539,1.25,0.022,0.85
3,22701,6,36.35,1.618,0.71,0.0189,0.73
4,22701,5,33.14,0.19,1.23,0.0035,0.14
0,22702,3,46.86,0.364,1.02,0.0024,0.09
1,22702,5,37.83,0.622,1.18,0.0097,0.37
2,22702,3,42.66,1.108,1.08,0.0084,0.32
3,22702,8,24.29,0.435,0.85,0.0122,0.47
4,22702,10,37.97,1.095,1.02,0.0295,1.14
0,22703,7,39.72,1.916,1.16,0.0393,1.51
1,22703,2,27.32,0.322,1.01,0.0024,0.09
2,22703,4,44.1,1.066,1.17,0.0113,0.44
3,22703,4,44.2,1.93,1.08,0.0189,0.73
4,22703,5,36.43,1.221,1.14,0.0192,0.74
0,22704,5,46.84,1.326,1.25,0.0177,0.68
1,22704,5,45.14,0.276,1.29,0.0039,0.15
2,22704,5,33.34,1.889,0.81,0.023,0.88
3,22704,6,48.39,0.772,0.77,0.0074,0.28
4,22704,5,29.44,0.169,1.08,0.0031,0.12
0,22705,8,26.44,0.128,1.07,0.0042,0.16
1,22705,6,29.63,1.269,1.2,0.0308,1.18
2,22705,3,53.2,1.303,0.9,0.0066,0.26
3,22705,3,44.78,1.941,0.85,0.0111,0.43
4,22705,7,20.9,1.262,1.09,0.0462,1.78
0,22706,6,23.99,1.337,0.91,0.0304,1.17
1,22706,2,46.95,1.654,1.06,0.0075,0.29
2,22706,5,44.88,0.476,0.85,0.0045,0.17
3,22706,3,22.92,1.786,0.9,0.0212,0.81
4,22706,7,58.69,1.107,1.1,0.0145,0.56
0,22707,7,60.36,0.937,0.76,0.0083,0.32
1,22707,10,22.75,1.525,1.07,0.072,2.77
2,22707,10,42.16,0.285,0.77,0.0052,0.2
3,22707,6,41.5,1.663,1.05,0.0252,0.97
4,22707,3,45.56,0.463,0.91,0.0028,0.11
0,22708,2,57.27,1.996,0.98,0.0069,0.26
1,22708,5,29.99,0.27,1.19,0.0054,0.21
2,22708,4,54.93,0.783,1.2,0.0068,0.26
3,22708,4,37.69,0.448,0.83,0.0039,0.15
4,22708,7,29.36,1.034,0.9,0.0222,0.85
0,22709,12,40.96,0.237,1.14,0.0079,0.3
1,22709,4,23.65,1.032,1.3,0.0226,0.87
2,22709,2,41.86,1.784,0.92,0.0078,0.3
3,22709,1,38.05,0.214,0.95,0.0005,0.02
4,22709,3,40.88,1.731,0.86,0.011,0.42
0,22710,3,46.56,0.123,1.12,0.0009,0.03
1,22710,2,32.51,1.357,0.89,0.0074,0.28
2,22710,7,36.38,1.008,1.17,0.0227,0.87
3,22710,2,24.83,0.427,0.98,0.0034,0.13
4,22710,4,49.86,0.825,1.18,0.0078,0.3
0,22711,3,46.55,0.897,1.04,0.006,0.23
1,22711,5,23.92,0.754,0.97,0.0153,0.59
2,22711,3,30.67,1.633,1.28,0.0205,0.79
3,22711,4,47.47,1.517,0.99,0.0126,0.49
4,22711,4,31.27,0.843,0.79,0.0085,0.33
0,22712,3,30.87,0.989,1.21,0.0117,0.45
1,22712,1,39.47,1.418,0.9,0.0032,0.12
2,22712,3,56.06,1.232,0.95,0.0062,0.24
3,22712,6,11.72,0.243,0.76,0.0095,0.37
4,22712,2,42.53,1.602,1.13,0.0085,0.33
0,22713,5,34.79,1.6,0.92,0.0212,0.82
1,22713,6,30.82,1.476,0.72,0.0207,0.8
2,22713,5,58.95,1.079,0.91,0.0083,0.32
3,22713,1,29.93,0.411,1.21,0.0017,0.06
4,22713,6,49.77,1.432,1.23,0.0213,0.82
0,22714,4,42.57,1.406,1.04,0.0137,0.53
1,22714,10,45.23,1.938,1.23,0.0527,2.03
2,22714,4,47.16,1.057,0.86,0.0078,0.3
3,22714,3,46.25,1.108,0.91,0.0065,0.25
4,22714,3,18.49,1.361,1.15,0.0255,0.98
0,22715,2,30.04,1.194,0.83,0.0066,0.25
1,22715,3,22.13,0.863,1.13,0.0133,0.51
2,22715,3,49.57,1.587,1.07,0.0102,0.39
3,22715,10,44.42,1.704,0.73,0.0278,1.07
4,22715,5,42.63,1.188,0.77,0.0107,0.41
0,22716,10,63.67,0.586,1.05,0.0096,0.37
1,22716,5,31.38,1.092,0.74,0.0129,0.5
2,22716,2,34.3,0.722,1.2,0.005,0.19
3,22716,6,54.52,1.286,0.99,0.0141,0.54
4,22716,5,38.99,1.397,1.3,0.0232,0.89
0,22717,5,29.67,0.247,0.86,0.0036,0.14
1,22717,0,34.64,1.717,1.22,0.0,0.0
2,22717,5,54.6,0.344,0.94,0.003,0.11
3,22717,5,41.52,0.768,1.11,0.0103,0.4
4,22717,5,40.25,0.655,1.12,0.0091,0.35
0,22718,6,21.49,0.806,1.28,0.0288,1.11
1,22718,4,44.18,0.604,0.72,0.0039,0.15
2,22718,4,36.89,1.676,1.15,0.021,0.81
3,22718,5,36.84,1.587,0.78,0.0168,0.65
4,22718,5,54.24,0.127,1.16,0.0014,0.05
0,22719,2,40.77,1.644,1.03,0.0083,0.32
1,22719,2,37.36,0.931,1.29,0.0064,0.25
2,22719,6,34.28,0.734,1.12,0.0144,0.56
3,22719,8,44.04,1.343,0.97,0.0236,0.91
4,22719,3,19.54,1.023,0.98,0.0154,0.59
0,22720,4,53.96,0.409,1.06,0.0032,0.12
1,22720,7,34.65,0.362,0.92,0.0067,0.26
2,22720,4,38.34,0.421,1.23,0.0054,0.21
3,22720,2,36.92,0.201,1.1,0.0012,0.05
4,22720,5,28.4,0.821,0.94,0.0136,0.52
0,22721,4,36.22,0.447,1.19,0.0058,0.23
1,22721,6,42.56,0.143,0.77,0.0016,0.06
2,22721,7,36.35,1.988,1.14,0.0437,1.68
3,22721,5,32.53,0.308,0.97,0.0046,0.18
4,22721,4,25.61,0.734,0.96,0.011,0.42
0,22722,2,52.19,1.267,0.9,0.0044,0.17
1,22722,3,52.23,1.112,0.71,0.0045,0.17
2,22722,3,36.63,0.395,0.94,0.003,0.12
3,22722,5,38.74,1.979,0.89,0.0227,0.87
4,22722,6,47.44,0.498,0.98,0.0062,0.24
0,22723,3,54.62,1.86,0.86,0.0088,0.34
1,22723,7,40.88,0.937,0.98,0.0157,0.61
2,22723,5,32.5,1.121,1.2,0.0208,0.8
3,22723,7,54.47,1.193,1.0,0.0154,0.59
4,22723,1,24.62,1.318,0.97,0.0052,0.2
0,22724,6,47.56,1.375,0.78,0.0136,0.52
1,22724,4,33.31,0.143,1.17,0.002,0.08
2,22724,3,34.27,0.187,1.19,0.002,0.08
3,22724,6,47.76,0.57,1.0,0.0072,0.28
4,22724,5,30.92,1.446,0.9,0.021,0.81
0,22725,7,22.38,0.904,0.78,0.022,0.85
1,22725,4,34.03,0.292,0.71,0.0024,0.09
2,22725,4,36.0,0.71,0.89,0.007,0.27
3,22725,6,49.35,1.517,1.14,0.0211,0.81
4,22725,3,42.23,0.896,1.28,0.0082,0.31
0,22726,5,45.45,1.9,1.16,0.0242,0.93
1,22726,7,50.73,1.717,1.13,0.0268,1.03
2,22726,8,35.91,1.045,1.07,0.0249,0.96
3,22726,3,44.95,1.398,0.87,0.0081,0.31
4,22726,3,53.92,1.489,1.12,0.0093,0.36
0,22727,7,27.23,0.664,1.09,0.0186,0.72
1,22727,4,34.39,1.249,1.2,0.0174,0.67
2,22727,3,47.88,0.482,0.71,0.0022,0.08
3,22727,4,41.98,1.034,1.04,0.0102,0.39
4,22727,6,36.85,1.132,1.01,0.0186,0.72
0,22728,1,21.58,1.326,0.78,0.0048,0.18
1,22728,3,37.89,0.875,0.97,0.0067,0.26
2,22728,2,38.16,1.403,1.1,0.0081,0.31
3,22728,2,31.76,1.684,0.71,0.0075,0.29
4,22728,5,19.35,0.208,0.85,0.0045,0.18
0,22729,5,39.27,0.565,0.77,0.0056,0.21
1,22729,5,45.77,1.04,1.01,0.0115,0.44
2,22729,7,38.54,0.177,0.79,0.0025,0.1
3,22729,5,29.68,1.063,0.84,0.0151,0.58
4,22729,7,41.72,1.981,1.22,0.0405,1.56
0,22730,5,38.87,0.573,1.04,0.0077,0.29
1,22730,6,21.96,1.469,0.97,0.039,1.5
2,22730,4,33.39,1.864,1.2,0.0268,1.03
3,22730,4,37.07,0.714,1.24,0.0096,0.37
4,22730,4,47.21,0.338,0.71,0.002,0.08
0,22731,6,36.24,0.911,1.11,0.0168,0.65
1,22731,9,49.07,1.681,1.25,0.0384,1.48
2,22731,3,34.94,1.16,0.91,0.0091,0.35
3,22731,3,33.42,0.808,0.91,0.0066,0.26
4,22731,3,48.35,1.671,1.15,0.0119,0.46
0,22732,6,54.81,0.592,1.3,0.0084,0.32
1,22732,6,55.62,1.68,0.94,0.017,0.65
2,22732,6,38.94,0.784,1.12,0.0136,0.52
3,22732,3,52.74,1.561,1.28,0.0113,0.44
4,22732,4,47.26,1.498,0.9,0.0115,0.44
0,22733,6,30.64,0.492,1.3,0.0125,0.48
1,22733,1,50.24,0.739,1.1,0.0016,0.06
2,22733,2,48.52,1.67,0.78,0.0054,0.21
3,22733,5,55.71,1.546,1.13,0.0156,0.6
4,22733,3,39.88,0.472,1.27,0.0045,0.17
0,22734,8,51.06,0.386,0.84,0.0051,0.2
1,22734,7,32.56,0.786,1.17,0.0198,0.76
2,22734,2,24.52,1.256,1.18,0.0121,0.47
3,22734,5,56.48,0.427,1.15,0.0044,0.17
4,22734,5,50.13,0.457,0.86,0.0039,0.15
0,22735,5,25.2,0.612,0.92,0.0112,0.43
1,22735,1,34.34,1.993,1.09,0.0063,0.24
2,22735,3,25.22,0.352,0.91,0.0038,0.15
3,22735,4,32.63,1.033,0.75,0.0094,0.36
4,22735,3,51.73,1.124,0.86,0.0056,0.21
0,22736,6,38.75,1.239,0.98,0.0187,0.72
1,22736,7,38.77,1.031,0.91,0.017,0.66
2,22736,8,42.32,1.694,1.15,0.0369,1.42
3,22736,4,23.04,1.787,0.92,0.0284,1.09
4,22736,1,37.53,0.715,1.03,0.002,0.08
0,22737,3,42.91,0.41,1.1,0.0031,0.12
1,22737,5,34.72,1.529,0.83,0.0183,0.71
2,22737,3,46.83,0.228,1.04,0.0015,0.06
3,22737,1,35.52,1.064,1.25,0.0037,0.14
4,22737,8,41.59,1.791,0.85,0.0292,1.12
0,22738,7,47.4,1.862,0.88,0.0241,0.93
1,22738,4,51.42,1.273,0.83,0.0082,0.32
2,22738,5,46.39,1.223,1.09,0.0143,0.55
3,22738,6,30.14,0.626,0.78,0.0097,0.37
4,22738,7,28.99,0.707,1.09,0.0185,0.71
0,22739,2,61.0,1.273,0.74,0.0031,0.12
1,22739,6,44.47,1.767,0.8,0.0191,0.73
2,22739,4,48.48,0.749,0.89,0.0055,0.21
3,22739,3,49.08,1.63,0.76,0.0076,0.29
4,22739,6,56.76,1.175,1.08,0.0134,0.52
0,22740,5,42.92,0.305,1.19,0.0042,0.16
1,22740,6,51.42,1.378,0.99,0.016,0.62
2,22740,6,26.99,1.786,0.96,0.038,1.46
3,22740,8,37.01,0.763,0.82,0.0135,0.52
4,22740,9,57.28,0.501,1.18,0.0093,0.36
0,22741,2,40.19,0.377,1.03,0.0019,0.07
1,22741,4,45.99,1.831,1.02,0.0162,0.63
2,22741,13,22.13,1.454,1.24,0.106,4.08
3,22741,7,55.91,0.614,1.09,0.0084,0.32
4,22741,3,49.2,1.424,0.9,0.0078,0.3
0,22742,9,28.59,0.998,1.24,0.0391,1.5
1,22742,5,28.43,1.261,0.99,0.0218,0.84
2,22742,5,33.38,1.929,0.96,0.0276,1.06
3,22742,7,55.0,1.711,0.9,0.0196,0.75
4,22742,7,36.63,1.613,1.02,0.0315,1.21
0,22743,7,37.75,1.575,0.88,0.0258,0.99
1,22743,9,29.27,1.257,0.99,0.0383,1.47
2,22743,4,42.68,0.18,1.24,0.0021,0.08
3,22743,3,34.93,1.013,0.9,0.0078,0.3
4,22743,3,40.23,0.599,0.79,0.0035,0.14
0,22744,6,27.54,0.174,0.76,0.0029,0.11
1,22744,5,60.91,0.199,1.09,0.0018,0.07
2,22744,6,36.79,1.192,1.07,0.0208,0.8
3,22744,3,18.94,1.0,1.0,0.0158,0.61
4,22744,2,64.31,1.254,0.73,0.0028,0.11
0,22745,7,37.21,0.928,1.29,0.0225,0.87
1,22745,3,43.13,0.537,1.02,0.0038,0.15
2,22745,6,53.28,0.264,0.91,0.0027,0.1
3,22745,4,29.87,1.825,1.01,0.0248,0.95
4,22745,6,30.04,1.677,1.21,0.0405,1.56
0,22746,3,38.03,0.69,1.08,0.0059,0.23
1,22746,6,19.94,1.994,1.04,0.0626,2.41
2,22746,4,42.99,1.217,1.13,0.0128,0.49
3,22746,7,35.35,1.085,0.92,0.0197,0.76
4,22746,2,53.09,1.256,0.72,0.0034,0.13
0,22747,6,48.62,0.607,0.98,0.0073,0.28
1,22747,8,35.17,1.077,0.8,0.0196,0.76
2,22747,5,49.97,0.275,0.81,0.0022,0.09
3,22747,2,32.63,1.003,1.25,0.0077,0.3
4,22747,2,33.29,1.851,0.88,0.0097,0.38
0,22748,8,21.65,1.438,1.26,0.067,2.58
1,22748,5,40.17,0.212,1.26,0.0033,0.13
2,22748,4,42.76,0.878,0.7,0.0058,0.22
3,22748,4,35.62,1.264,1.03,0.0147,0.57
4,22748,5,46.67,1.547,0.94,0.0156,0.6
0,22749,6,48.22,1.482,0.82,0.0151,0.58
1,22749,6,42.45,1.699,0.75,0.0181,0.7
2,22749,9,41.23,1.53,1.21,0.0402,1.55
3,22749,3,38.94,0.522,0.87,0.0035,0.14
4,22749,5,39.13,1.398,1.0,0.0179,0.69
0,22750,8,43.69,1.414,1.24,0.0322,1.24
1,22750,10,21.82,1.498,0.71,0.0486,1.87
2,22750,3,45.48,0.327,0.72,0.0016,0.06
3,22750,6,37.52,0.721,0.73,0.0084,0.32
4,22750,2,46.63,0.159,1.25,0.0009,0.03
0,22751,6,51.3,0.121,1.06,0.0015,0.06
1,22751,3,40.13,0.857,0.88,0.0056,0.22
2,22751,5,31.6,1.491,0.99,0.0234,0.9
3,22751,4,43.67,1.786,0.88,0.0144,0.56
4,22751,5,36.0,1.643,1.29,0.0293,1.13
0,22752,5,44.47,0.292,1.14,0.0037,0.14
1,22752,6,37.22,0.911,1.3,0.019,0.73
2,22752,0,29.45,1.203,1.02,0.0,0.0
3,22752,5,36.89,1.913,0.73,0.0188,0.73
4,22752,2,31.99,0.919,0.88,0.0051,0.2
0,22753,5,23.39,1.08,1.24,0.0287,1.1
1,22753,8,45.12,1.696,1.11,0.0333,1.28
